Ticker,Date,Close,High,Low,Open,Volume,SMA_5,EMA_5,SMA_10,EMA_10,SMA_20,EMA_20,SMA_50,EMA_50,MACD,MACD_Signal,MACD_Hist,RSI,Stoch_K,Stoch_D,ROC,Williams_R,CCI,BB_Upper,BB_Lower,BB_Width,BB_Position,ATR,ATR_Pct,KC_Upper,KC_Lower,OBV,Volume_MA_20,Volume_Ratio,VWAP,MFI,Daily_Return,Log_Return,High_Low_Range,Open_Close_Range,Return_lag_1,Close_lag_1,Return_lag_2,Close_lag_2,Return_lag_3,Close_lag_3,Return_lag_5,Close_lag_5,Return_lag_10,Close_lag_10,Day_of_Week,Month,Quarter,Target_Class,Target_Reg
AAPL,1981-02-24,0.08112785220146179,0.08198177330414382,0.08112785220146179,0.08198177330414382,16979200,0.08573917001485824,0.08463671592733873,0.08774596378207207,0.08766069191723364,0.09316874705255032,0.09230278648497975,0.10144374072551728,0.09776951240059503,-0.005462296385931931,-0.004437864175738635,-0.0010244322101932955,31.325392172617697,0.0,2.7026115236426023,-12.844004093022775,-99.99999428772544,-140.79358509400987,0.10788879503573934,0.0784486990693613,0.3159868151257418,0.0910035430644201,0.002805957401497944,3.458685673731401,0.09791470128797564,0.08669087168198386,-213785600.0,20923840.0,0.8114762873354031,0.10141113994122786,42.40294970409152,-0.0355306740029947,-0.03617725015192389,0.01052562195978654,-0.010415987088960348,0.015463191945684462,0.08411657065153122,-0.053655563264419115,0.08283566683530807,-0.05963722127808346,0.08753225952386856,0.024507917532675894,0.08924009650945663,-0.052170880380714046,0.09308350086212158,1,2,1,1,0.08625135570764542
AAPL,1981-02-25,0.08625135570764542,0.08667831329413747,0.08625135570764542,0.08625135570764542,19488000,0.08437274098396301,0.08517492918744096,0.08706274926662445,0.08740444897003577,0.09201587736606598,0.09172645974428124,0.1012046268582344,0.09731781998126368,-0.005255877987705201,-0.004601466938131949,-0.0006544110495732523,34.482655024786794,29.2668587100579,12.458231093661903,-7.339802533422302,-70.73313557766754,-74.7266281008785,0.10491220540924902,0.07911954932288294,0.2803065790857897,0.2765052999728488,0.0029279466940486903,3.394667446124738,0.09758235313237862,0.08587056635618387,-194297600.0,20713280.0,0.9408456796798962,0.1012810603456172,39.40370115189519,0.0631534469008328,0.061239441623839735,0.004950155078596741,0.0,-0.0355306740029947,0.08112785220146179,0.015463191945684462,0.08411657065153122,-0.053655563264419115,0.08283566683530807,0.04306813308138535,0.09308350086212158,0.0,0.09308350086212158,2,2,1,1,0.08753225952386856
AAPL,1981-02-26,0.08753225952386856,0.08795922293494206,0.08753225952386856,0.08753225952386856,10841600,0.08437274098396301,0.08596070596625016,0.08680649846792221,0.08742768725255082,0.09109783433377742,0.09132701210424195,0.10109360203146935,0.09693407251234622,-0.0049320777645786434,-0.004667589103421288,-0.00026448866115735565,36.66647299991144,36.583732986679735,21.95019723224588,-2.844236194640981,-63.41626130104571,-52.02647793712395,0.10234310437271017,0.07985256429484468,0.2468833644121334,0.3414633379621981,0.0029889432634481747,3.414676234460897,0.0973048986311383,0.0853491255773456,-183456000.0,19847520.0,0.5462445685909373,0.1012158079163892,39.921364700851704,0.014850825308356352,0.01474163155303099,0.004877783498289239,0.0,0.0631534469008328,0.08625135570764542,-0.0355306740029947,0.08112785220146179,0.015463191945684462,0.08411657065153122,-0.05963722127808346,0.08753225952386856,-0.03210808922687203,0.09009476751089096,3,2,1,1,0.09052171558141708
AAPL,1981-02-27,0.09052171558141708,0.09137563637590766,0.09052171558141708,0.09052171558141708,14761600,0.08590995073318482,0.08748104250463914,0.08693466037511825,0.08799023785779923,0.09052139818668366,0.09125031719730624,0.10117900922894478,0.09668260753466273,-0.0043837069895659025,-0.00461081268065021,0.00022710569108430785,40.625620014312204,73.3347246795213,46.39510545875297,1.4361471155789785,-26.66526751381581,1.5331877403114793,0.10051500949677439,0.08052778687659293,0.22080107907922975,0.5000158548650602,0.0032024738387812016,3.5377962273603076,0.09765526487486864,0.08484536951974384,-168694400.0,18390400.0,0.8026796589524969,0.10114827861607101,39.8523485402712,0.03415262068875702,0.033582367407600545,0.00943332535188802,0.0,0.014850825308356352,0.08753225952386856,0.0631534469008328,0.08625135570764542,-0.0355306740029947,0.08112785220146179,-0.053655563264419115,0.08283566683530807,-0.00948635559030675,0.08924009650945663,4,2,1,1,0.09094872325658798
AAPL,1981-03-02,0.09094872325658798,0.09137568101194726,0.09094872325658798,0.09094872325658798,11760000,0.08727638125419616,0.0886369360886221,0.0873190000653267,0.08852814429394264,0.0902438748627901,0.09122159396485688,0.10123026043176651,0.09645774932767942,-0.003870051701840696,-0.004462660484888308,0.0005926087830476117,47.059085524418286,76.66822965272748,62.195562439642835,4.412355779992594,-23.331762540609635,11.769489976585811,0.09983884612631296,0.08064890359926725,0.21264537170613937,0.5367300660788547,0.002897503640271414,3.185865107855189,0.09701660124539971,0.08542658668431405,-156934400.0,16668960.0,0.7055029227978229,0.10109656818244642,46.2795714352648,0.0047171849586393755,0.0047060939070237605,0.004694488719261416,0.0,0.03415262068875702,0.09052171558141708,0.014850825308356352,0.08753225952386856,0.0631534469008328,0.08625135570764542,0.015463191945684462,0.08411657065153122,-0.02392164776207728,0.08710532635450363,0,3,1,0,0.08966781198978424
AAPL,1981-03-03,0.08966781198978424,0.09009477531939315,0.08966781198978424,0.09009477531939315,16172800,0.08898437321186066,0.08898056138900948,0.08736177161335945,0.08873535660227747,0.09017982929944993,0.09107361472913568,0.10120464220643044,0.09619147727521295,-0.00352569302531279,-0.004275266992973204,0.0007495739676604144,45.45489263758647,66.66858719567523,72.22384717597467,0.47928621444541797,-33.33140499766188,-9.883220824712353,0.09977209043285089,0.08058756816604896,0.21273628707326303,0.4733108921944538,0.002958499919848641,3.2994001461591362,0.09699061456883296,0.0851566148894384,-173107200.0,16289280.0,0.9928492849284928,0.10101732276642213,46.89244695292302,-0.014083883983615486,-0.014184003032680397,0.004761612000274474,-0.004739046446991478,0.0047171849586393755,0.09094872325658798,0.03415262068875702,0.09052171558141708,0.014850825308356352,0.08753225952386856,-0.0355306740029947,0.08112785220146179,0.024507917532675894,0.08924009650945663,1,3,1,0,0.08881315588951111
AAPL,1981-03-04,0.08881315588951111,0.08924011365656902,0.08881315588951111,0.08924011365656902,13708800,0.08949673324823379,0.08892475955584336,0.0869347371160984,0.08874950192722904,0.08990226686000824,0.09085833293488571,0.10105092152953148,0.09590213133851876,-0.0032838951981367798,-0.00407699263400592,0.0007930974358691398,48.191915212699094,59.9965751305496,67.77779732631744,-4.5876497263847575,-40.003417062787506,-21.166882562608247,0.09930406743555242,0.08050046628446406,0.20915602685761484,0.44207963656399246,0.0028060658304945346,3.1595159550297356,0.09647046459587479,0.08524620127389664,-186816000.0,16017120.0,0.855884203901825,0.10094596054658696,46.96409062769281,-0.009531358926997191,-0.009577073038801181,0.004807370741211695,-0.004784370444849941,-0.014083883983615486,0.08966781198978424,0.0047171849586393755,0.09094872325658798,0.03415262068875702,0.09052171558141708,0.0631534469008328,0.08625135570764542,0.04306813308138535,0.09308350086212158,2,3,1,0,0.0883861631155014
AAPL,1981-03-05,0.0883861631155014,0.08881312644189535,0.0883861631155014,0.08881312644189535,5376000,0.08966751396656036,0.08874522740906271,0.0870201274752617,0.08868344032509674,0.08943257182836532,0.09062288819018244,0.10079473003745079,0.09560738748663572,-0.0030910912505764526,-0.0038798123573200267,0.0007887211067435741,48.78055756821057,56.6631864856856,61.10944960397014,0.9755301602833555,-43.33680570765151,-22.859545217839244,0.09808610685401783,0.08077903680271281,0.1935208783998635,0.4395386307849579,0.0027755173856784904,3.1402170745340485,0.09617392296153941,0.08507185341882546,-192192000.0,14892640.0,0.3609836805294427,0.10091721694290118,49.0470457413582,-0.004807764905245704,-0.004819359384217775,0.0048306580050996705,-0.004807434876936142,-0.009531358926997191,0.08881315588951111,-0.014083883983615486,0.08966781198978424,0.0047171849586393755,0.09094872325658798,0.014850825308356352,0.08753225952386856,-0.05963722127808346,0.08753225952386856,3,3,1,0,0.08753225952386856
AAPL,1981-03-06,0.08753225952386856,0.08838618064511279,0.08753225952386856,0.08838618064511279,11603200,0.08906962275505066,0.08834090478066467,0.08748978674411774,0.08847413472487343,0.08892018161714077,0.09032854260291445,0.1004360531270504,0.09529071580182132,-0.0029729255810161115,-0.0036984350020592438,0.0007255094210431323,50.63279196586238,49.99704900183953,55.55227020602491,5.669771087734632,-50.00294319149758,-30.707419265572376,0.09665767905045386,0.08118268418382768,0.1740324233617029,0.4103119247827754,0.0026840281689850067,3.0663302690742467,0.09569659894088446,0.08496048626494444,-203795200.0,15076320.0,0.7696307852314092,0.10085209252611176,48.93109490874332,-0.009661055096565008,-0.009708025858925025,0.009755501867415872,-0.009661251400958637,-0.004807764905245704,0.0883861631155014,-0.009531358926997191,0.08881315588951111,-0.014083883983615486,0.08966781198978424,0.03415262068875702,0.09052171558141708,-0.053655563264419115,0.08283566683530807,4,3,1,0,0.08070088177919388
AAPL,1981-03-09,0.08070088177919388,0.08112783941277961,0.08070088177919388,0.08112783941277961,15321600,0.08702005445957184,0.08579423044684108,0.08714821785688401,0.08706081600747714,0.08804487325251102,0.08941162252446487,0.09982973948121071,0.0947185654479928,-0.0033914193570780266,-0.0036370318730630006,0.000245612515984974,38.889773014415155,0.0,35.55341182917504,-4.060661110980712,-99.99999244515622,-178.24463005987016,0.09530492695772136,0.08078481954730068,0.16491712361104954,-0.005780794862837715,0.0029889481891903678,3.703736716741764,0.09538951890284561,0.08343372614608413,-219116800.0,15149120.0,1.0113854798166493,0.1007216047318778,42.7260117721826,-0.0780441151848923,-0.08125790384237792,0.005290619187457359,-0.005262775779724502,-0.009661055096565008,0.08753225952386856,-0.004807764905245704,0.0883861631155014,-0.009531358926997191,0.08881315588951111,0.0047171849586393755,0.09094872325658798,0.015463191945684462,0.08411657065153122,0,3,1,0,0.07685747742652893
